SeqCluster,ClusterNumber,Domain_IDs,Pfam_result
CK_00056239,CK_Cya_PCC6307_01904,PF00535  PF13506,PF00535|PF20680
CK_00056245,CK_Cya_PCC6307_02106,PF02350,PF13439
CK_00056247,CK_Cya_PCC6307_02051,PF03372,PF03372
CK_00056253,CK_Cya_PCC6307_02008,PF09594, 
CK_00056256,CK_Cya_PCC6307_02024,PF02517,PF02517
CK_00056269,CK_Syn_RS9916_32452,PF03797,PF03797
CK_00056285,CK_Syn_RS9907_00990,PF13583,PF00353|PF08548
CK_00056289,CK_Syn_BL107_11291,PF06863  PF06742,PF06742|PF06863
CK_00056291,CK_Pro_EQPAC1_00793,PF01050, 
CK_00056300,CK_Syn_KORDI-100_25460, , 
CK_00056316,CK_Pro_MIT9215_04591,PF00145,PF00145
CK_00056318,CK_Cya_PCC7001_01408,PF06039  PF06039,PF01266
CK_00056322,CK_Syn_BMK-MC-1_02919,PF10613  PF00497  PF00060,PF00497
CK_00056331,CK_Syn_WH8016_00592,PF12704  PF02687,PF02687|PF12704
CK_00056335,CK_Syn_PROS-U-1_00624,PF08548  PF00353,PF00353
CK_00056341,CK_Syn_ROS8604_00241, ,PF03567
CK_00056355,CK_Pro_MIT9312_01327, , 
CK_00056357,CK_Pro_MIT0702_01754,PF00884  PF16347,PF00884
CK_00056367,CK_Syn_RS9907_00539,PF17936  PF13753  PF13750  PF13750  PF13750  PF17892  PF17892,PF19078
CK_00056377,CK_Pro_MIT9311_01169,PF03102  PF03102  PF07883,PF03102|PF07883
CK_00056401,CK_Syn_KORDI-49_11980,PF08434,PF00092
CK_00056410,CK_Syn_KORDI-100_23440, , 
CK_00056418,CK_Pro_MIT9312_01341,PF02348  PF08282,PF01467
CK_00056432,CK_Pro_MIT0602_00072, , 
CK_00056436,CK_Cya_PCC7001_00611,PF09258, 
CK_00056438,CK_Cya_PCC6307_01079,PF02417  PF02417  PF02417,PF02417
CK_00056447,CK_Syn_KORDI-100_21030,PF00535  PF02709,PF00535|PF13469
CK_00056469,CK_Pro_MIT9314_01836,PF00248,PF00248
CK_00056701,CK_Pro_LG_01137,PF10098, 
CK_00056702,CK_Syn_CC9311_00711, ,PF20191
CK_00056703,CK_Cya_WH5701_11024,PF00493  PF13519  PF00092,PF01078|PF13519|PF17863
CK_00056705,CK_Pro_MIT0602_00050,PF01041,PF01041
CK_00056706,CK_Syn_WH8102_00446,PF01041,PF01041
CK_00056707,CK_Pro_MIT9215_14191,PF01041,PF01041
CK_00056708,CK_Pro_MIT0601_01351,PF01041,PF01041
CK_00056709,CK_Cya_WH5701_08609,PF14490  PF14490  PF05970  PF13538,PF13245|PF13538|PF14490|PF14520|PF18335
CK_00056711,CK_Syn_BOUM118_00460,PF00977  PF02540,PF00977
CK_00056712,CK_Pro_MIT9313_00100,PF00977,PF00977
CK_00056713,CK_Syn_BIOS-U3-1_00272,PF00977,PF00977
CK_00056714,CK_Cya_CB0101_13700,PF00254  PF08548  PF00353  PF00353,PF00254|PF00353|PF08548
CK_00056716,CK_Syn_PROS-7-1_02623,PF07676  PF10647  PF00326,PF00326
CK_00056717,CK_Syn_MITS9220_02353,PF00155,PF00155
CK_00056718,CK_Syn_PROS-U-1_00104,PF00155,PF00155
CK_00056719,CK_Pro_GP2_01249,PF02779  PF02779  PF02780,PF02779|PF02780
CK_00056720,CK_Pro_MIT9303_01041,PF02779  PF02779  PF02780,PF02779|PF02780
CK_00056721,CK_Pro_NATL2A_01581,PF00916  PF01740,PF00916|PF01740
CK_00056722,CK_Cya_WH5701_04595,PF00916  PF01740  PF13466,PF00916|PF01740
CK_00056724,CK_Syn_WH7805_06456,PF00916,PF00916
CK_00056726,CK_Cya_PCC6307_00259,PF03600  PF13426  PF08448  PF03600  PF13426  PF00989  PF13426  PF13185  PF08448  PF03600  PF13426  PF07701  PF13492  PF07568  PF02518, 
CK_00056727,CK_Pro_MIT0701_01519,PF08548  PF00353  PF00353  PF13946,PF00353
CK_00056731,CK_Syn_PROS-7-1_01883,PF17892  PF17963  PF17963  PF17963  PF17892  PF17892  PF17892  PF17892  PF17892  PF17892  PF17892  PF17892  PF17892  PF17803  PF17892  PF17963  PF17892  PF17892  PF17892  PF17963  PF17963  PF17892  PF16184  PF17963  PF17963  PF17963  PF17892  PF17892  PF17963  PF17963  PF17892  PF17963,PF17803|PF17892|PF17963
CK_00056732,CK_Cya_PCC7001_00621,PF02746  PF13378  PF07755,PF02746|PF07755|PF13378|PF17396
CK_00056733,CK_Syn_RS9909_02070,PF07755,PF07755|PF17396
CK_00056734,CK_Cya_PCC6307_02794,PF06800,PF00892
CK_00056735,CK_Pro_MIT9301_12651,PF00890  PF02910  PF02910,PF00890|PF02910
CK_00056736,CK_Syn_BIOS-E4-1_00181,PF00890  PF02910,PF00890|PF02910
CK_00056737,CK_Cya_PCC6307_02899,PF00529  PF16576,PF13437
CK_00056738,CK_Cya_PCC6307_02037,PF00529  PF16576,PF13533|PF16576
CK_00056739,CK_Pro_MIT9313_01573,PF16576  PF00529,PF16576
CK_00056740,CK_Syn_BIOS-E4-1_01856,PF16576  PF00529,PF16576
CK_00056742,CK_Cya_CB0101_00150,PF00072  PF00486,PF00072|PF00486
CK_00056746,CK_Cya_CB0101_12103,PF16926  PF00512  PF02518,PF00512|PF02518
CK_00056748,CK_Syn_RS9907_00788,PF00672  PF00512  PF02518,PF00512|PF00672|PF02518
CK_00056749,CK_Syn_MITS9220_00685,PF00672  PF00512  PF02518,PF00512|PF00672|PF02518
CK_00056756,CK_Cya_PCC6307_03177,PF13493  PF00512  PF02518,PF00512|PF02518
CK_00056757,CK_Cya_PCC6307_00371,PF12860  PF16926  PF00512  PF02518  PF00072  PF07701,PF00072|PF00512|PF02518
CK_00056758,CK_Cya_PCC6307_01727,PF17203  PF07701  PF00512  PF02518  PF00072  PF07701, 
CK_00056759,CK_Syn_MITS9220_03041,PF00027  PF03412  PF00664  PF13476  PF00005  PF13304  PF17833,PF00005|PF00027|PF00664
CK_00056760,CK_Syn_BL107_06199,PF04831  PF00027  PF03412  PF03412  PF00664  PF13476  PF00005  PF13304  PF17833,PF00005|PF00027|PF00664
CK_00056761,CK_Syn_A15-60_02248,PF00664  PF13476  PF00005  PF13304  PF17833,PF00005|PF00664
CK_00056763,CK_Cya_PCC7001_00563,PF00664  PF00005  PF13304  PF17833,PF00005|PF00664
CK_00056764,CK_Syn_PROS-7-1_00690,PF00664  PF13555  PF13304,PF00005
CK_00056766,CK_Syn_PROS-7-1_00691,PF03412  PF03412  PF00664  PF00005,PF00005|PF00664|PF03412
CK_00056767,CK_Cya_CB0101_00375,PF00072  PF07701  PF00486,PF00072|PF00486
CK_00056768,CK_Pro_MIT0701_01722,PF16363,PF01370
CK_00056771,CK_Pro_AS9601_13971,PF16363,PF01370
CK_00056772,CK_Syn_KORDI-100_01150,PF16363,PF16363
CK_00056773,CK_Syn_MEDNS5_00202,PF16363,PF01370
CK_00056774,CK_Syn_A18-40_00473,PF16363,PF01370
CK_00056776,CK_Cya_WH5701_12783,PF01740  PF02397,PF01740|PF02397
CK_00056777,CK_Syn_MVIR-18-1_01585,PF00067,PF00067
CK_00056790,CK_Syn_BIOS-E4-1_01473,PF08881  PF01476,PF01476
CK_00056791,CK_Syn_MINOS11_01341,PF06605  PF01551,PF01476|PF01551
CK_00056792,CK_Syn_MITS9220_02519,PF06605  PF01551,PF01551
CK_00056794,CK_Pro_MIT9303_14661,PF06605  PF01551,PF01476|PF01551
CK_00056795,CK_Cya_WH5701_07166,PF13561,PF13561
CK_00056798,CK_Pro_MIT9515_04211,PF13561,PF13561
CK_00056799,CK_Syn_A18-25c_02533,PF13460  PF13561,PF13561
CK_00056805,CK_Cya_PCC7001_01539,PF03816,PF03816
CK_00056806,CK_Pro_MIT9302_01574,PF00389  PF02826,PF00389|PF02826
CK_00056807,CK_Syn_NOUM97013_01730,PF00389  PF02826,PF00389|PF02826
CK_00056808,CK_Syn_PROS-U-1_01314,PF00389  PF02826,PF00389|PF02826
CK_00056809,CK_Syn_MINOS11_00201,PF00389  PF02826  PF02826,PF00389|PF02826
CK_00056810,CK_Pro_UH18301_01983,PF00389  PF02826,PF00389|PF02826
CK_00056811,CK_Pro_MIT9215_14641,PF00389  PF02826,PF00389|PF02826
CK_00056812,CK_Pro_MIT9211_12891,PF00389  PF02826  PF02826,PF00389|PF02826
CK_00056813,CK_Syn_PROS-7-1_02671,PF00437,PF00437
CK_00056814,CK_Pro_MIT0601_01730,PF00437,PF00437
CK_00056815,CK_Pro_MIT9301_06911,PF00437,PF00437
CK_00056816,CK_Cya_PCC7001_01099,PF03441  PF00875,PF03441
CK_00056818,CK_Pro_MIT0701_01196,PF03412  PF00664  PF09818,PF00005|PF00664
CK_00056819,CK_Syn_WH7805_03962,PF00664  PF13476  PF13304,PF00005
CK_00056820,CK_Syn_PROS-7-1_01881,PF00664  PF13555  PF00005  PF17833,PF00005|PF00664
CK_00056821,CK_Syn_BIOS-E4-1_00103,PF16363,PF01370
CK_00056822,CK_Pro_MIT9314_01870,PF16363,PF01370
CK_00056824,CK_Syn_MEDNS5_01594,PF00515  PF13429  PF13414  PF13431  PF07719, 
CK_00056830,CK_Syn_PROS-7-1_01925,PF02492  PF07683,PF02492|PF07683
CK_00056831,CK_Pro_EQPAC1_00924,PF03797,PF00240|PF03797
CK_00056832,CK_Cya_PCC6307_02525,PF12951  PF03797,PF03797
CK_00056833,CK_Pro_MIT0701_02235,PF03412  PF03412  PF00664  PF00005  PF17833,PF00005|PF00664|PF03412
CK_00056834,CK_Syn_RS9916_34552,PF03412  PF03412  PF00664  PF00005  PF17833,PF00005|PF00664|PF03412
CK_00056835,CK_Pro_MIT9303_28591,PF00498  PF16697  PF00005  PF13166  PF01061,PF00005|PF00498|PF01061
CK_00056836,CK_Pro_MIT9201_00726,PF00005  PF13304,PF00005
CK_00056838,CK_Pro_MIT9313_01574,PF12704  PF02687,PF02687
CK_00056839,CK_Pro_MIT9313_01575,PF12704  PF02687,PF02687
CK_00056840,CK_Syn_BIOS-E4-1_01855,PF12704  PF02687,PF02687
CK_00056841,CK_Syn_RS9917_12995,PF12704  PF02687,PF02687
CK_00056842,CK_Syn_MITS9220_00221,PF03721  PF00984  PF00984  PF03720,PF00984|PF03720|PF03721
CK_00056843,CK_Syn_M16.1_02106,PF01368  PF00571  PF00571  PF03721  PF00984  PF00984  PF03720,PF00571|PF00984|PF03720|PF03721
CK_00056844,CK_Pro_GP2_01256,PF03721  PF00984  PF00984  PF03720,PF00984|PF03720|PF03721
CK_00056846,CK_Syn_PROS-7-1_00107,PF02776  PF00205  PF02775,PF00205|PF02775|PF02776
CK_00056847,CK_Cya_CB0101_09254,PF16258,PF16258
CK_00056851,CK_Syn_BIOS-E4-1_00184,PF01883  PF10609,PF10609
CK_00056852,CK_Pro_MIT9303_02741,PF01145,PF01145
CK_00056854,CK_Cya_PCC6307_01515,PF01425,PF01425
CK_00056855,CK_Syn_WH8101_00653, , 
CK_00056856,CK_Syn_PROS-U-1_01374, , 
CK_00056857,CK_Pro_MIT9303_21281,PF08548  PF00353,PF00353
CK_00056860,CK_Cya_CB0101_12512,PF00672  PF00512  PF02518,PF00512|PF02518
CK_00056862,CK_Syn_NOUM97013_02865,PF00672  PF07228,PF00672|PF07228
CK_00056863,CK_Syn_A15-60_03001,PF07155  PF07228,PF07228
CK_00056864,CK_Syn_NOUM97013_00825,PF07155  PF07228,PF07228
CK_00056865,CK_Syn_PROS-U-1_00637,PF07228,PF07228
CK_00056866,CK_Cya_PCC6307_03431,PF04831  PF00027  PF07228,PF00027|PF07228
CK_00056867,CK_Syn_PROS-7-1_02567,PF00561,PF12697
CK_00056868,CK_Syn_SYN20_00291,PF13579  PF00534  PF13524  PF13439  PF00534,PF00534|PF13439
CK_00056869,CK_Syn_BIOS-U3-1_00228,PF13579  PF13692  PF13524,PF00534|PF13439
CK_00056870,CK_Cya_PCC6307_02434,PF05693,PF13439|PF13692
CK_00056872,CK_Syn_A15-24_00472,PF08643,PF00106
CK_00056873,CK_Cya_PCC7001_01468,PF01590  PF00990  PF00990  PF00563,PF00563|PF00990|PF01590
CK_00056874,CK_Pro_MIT9314_00457,PF00528,PF00528
CK_00056876,CK_Pro_MIT9314_00460,PF12974,PF12974
CK_00056877,CK_Pro_MIT9314_00459,PF00005  PF13304,PF00005
CK_00056878,CK_Pro_MIT9314_00458,PF00528,PF00528
CK_00056879,CK_Pro_MIT9314_00522,PF10518  PF05787,PF05787
CK_00056880,CK_Pro_UH18301_01985,PF01370,PF01370
CK_00056881,CK_Cya_PCC7001_00786,PF05787,PF05787|PF22494
CK_00056882,CK_Syn_CC9616_03109, ,PF22494
CK_00056883,CK_Syn_PROS-7-1_02803,PF09587  PF02872  PF02872  PF10282  PF08309,PF00353|PF02872
CK_00056884,CK_Cya_PCC7001_01300,PF13555  PF00005  PF14524,PF00005|PF14524
CK_00056885,CK_Cya_PCC6307_01718,PF00875  PF03441,PF03441
CK_00056886,CK_Cya_PCC6307_03272,PF08392  PF02797  PF02797,PF00195|PF02797
CK_00056887,CK_Syn_KORDI-52_07190,PF03055,PF03055
CK_00056890,CK_Syn_BIOS-E4-1_03998,PF00873,PF00873
CK_00056891,CK_Cya_PCC6307_01791,PF00873,PF00873
CK_00056892,CK_Syn_BIOS-E4-1_02919,PF05977,PF07690
CK_00056894,CK_Syn_WH8101_01323,PF00140  PF04542  PF04539  PF04545,PF04542
CK_00056895,CK_Syn_MEDNS5_01465,PF13347  PF00083,PF00083
CK_00056897,CK_Syn_A15-44_00569,PF04465,PF19557
CK_00056898,CK_Syn_MEDNS5_00990,PF08643,PF00106
CK_00056901,CK_Cya_CB0205_10566,PF13561,PF00106
CK_00056902,CK_Cya_CB0101_14364,PF00005  PF14524,PF00005|PF14524
CK_00056903,CK_Syn_BMK-MC-1_00247,PF01061,PF01061
CK_00056904,CK_Cya_PCC7001_02726,PF00924,PF00924|PF21082|PF21088
CK_00056905,CK_Cya_PCC7001_01789,PF00924,PF00924|PF21082
CK_00056913,CK_Cya_WH5701_04585,PF00924,PF00924|PF21082
CK_00056914,CK_Syn_WH8101_02615,PF00924,PF00924|PF21082
CK_00056915,CK_Syn_RS9917_11685,PF00924,PF00924
CK_00056916,CK_Cya_WH5701_11169,PF05552  PF00924,PF00924|PF05552|PF21082|PF21088
CK_00056917,CK_Syn_BMK-MC-1_01027,PF00924  PF00924,PF00924
CK_00056918,CK_Syn_A18-25c_02056,PF00924  PF00924,PF00924
CK_00056919,CK_Syn_WH7805_10044,PF00924,PF00924|PF21082|PF21088
CK_00056920,CK_Syn_SYN20_00880,PF00924,PF00924|PF21082
CK_00056921,CK_Syn_CC9311_02818,PF00924,PF00924|PF21082
CK_00056922,CK_Syn_MEDNS5_02672,PF00924,PF00924|PF21082
CK_00056926,CK_Cya_PCC6307_03384,PF04945  PF00122  PF00122  PF00702  PF08282,PF00122|PF00702|PF04945
CK_00056927,CK_Cya_WH5701_08604,PF00690  PF00122  PF00122  PF00702  PF08282  PF00689,PF00122|PF00689|PF00690|PF00702|PF13246
CK_00056928,CK_Cya_WH5701_04070,PF00122  PF00122  PF00702  PF00689,PF00122|PF00689|PF00702
CK_00056929,CK_Syn_WH8016_00359,PF00012,PF00012
CK_00056930,CK_Cya_CB0101_11986,PF00196,PF00196
CK_00056933,CK_Syn_WH8102_00445,PF16363,PF16363
CK_00056934,CK_Pro_MIT9303_01011,PF16363,PF01370
CK_00056935,CK_Pro_MIT9123_00388,PF16363,PF01370
CK_00056936,CK_Syn_BIOS-E4-1_00299,PF16363,PF01370
CK_00056937,CK_Cya_PCC7001_01659,PF16363,PF01370
CK_00056938,CK_Pro_SS51_00042,PF05368,PF16363
CK_00056939,CK_Syn_A15-24_00108,PF13460  PF16363,PF01370
CK_00056940,CK_Pro_MIT0602_02025,PF16363,PF01370
CK_00056941,CK_Pro_SB_00120,PF00834,PF00834
CK_00056942,CK_Pro_MIT9202_01837,PF02350,PF02350
CK_00056943,CK_Cya_CB0101_05201,PF00140  PF04542  PF04539  PF04545,PF00140|PF04542|PF04545
CK_00056944,CK_Syn_A15-44_01231,PF00140  PF07638,PF00140|PF04539|PF04542|PF04545
CK_00056945,CK_Syn_SYN20_01565,PF00140  PF04542  PF04297,PF04542
CK_00056947,CK_Syn_A15-44_01244,PF00487,PF00487
CK_00056948,CK_Syn_RS9907_02002,PF07638,PF04542|PF04545
CK_00056949,CK_Cya_CB0205_08193,PF04542,PF04542
CK_00056953,CK_Syn_PROS-7-1_01019,PF09565  PF04851  PF00271,PF00176|PF00271|PF13091
CK_00056954,CK_Pro_SS2_00409,PF18766  PF10593,PF10593|PF18766
CK_00056955,CK_Pro_MIT0604_01405,PF04851  PF16203  PF08774,PF04851
CK_00056956,CK_Pro_MIT0604_01404,PF01555,PF01555
CK_00056957,CK_Cya_NS01_01463,PF01878  PF13391,PF13391
CK_00056959,CK_Syn_WH8101_01065,PF18731  PF04465,PF04465|PF18731
CK_00056961,CK_Syn_RS9909_00334,PF02384  PF12950,PF07669
CK_00056962,CK_Syn_RS9917_04133,PF04465, 
CK_00056964,CK_Cya_CB0101_13304,PF00145,PF00145
CK_00056965,CK_Syn_WH8016_00629,PF00145,PF00145
CK_00056966,CK_Syn_A18-25c_01438,PF01555  PF08241,PF01555
CK_00056967,CK_Syn_BIOS-U3-1_01260,PF02086  PF01555,PF01555
CK_00056968,CK_Cya_NS01_01171,PF12161  PF12161  PF02384,PF02384|PF12161
CK_00056969,CK_Syn_A15-44_00730,PF12161  PF02384,PF02384|PF12161
CK_00056970,CK_Syn_NOUM97013_01733,PF12161  PF12161  PF02384,PF02384|PF12161
CK_00056971,CK_Syn_A15-44_00732,PF12161  PF12161  PF02384  PF01420  PF04326,PF02384|PF04326|PF12161
CK_00056972,CK_Syn_RS9902_00468,PF12161  PF12161  PF02384,PF02384|PF12161
CK_00056973,CK_Pro_MIT9116_00162,PF12161  PF12161  PF02384,PF02384|PF12161
CK_00056974,CK_Pro_MIT0603_00730,PF12161  PF02384,PF02384|PF12161
CK_00056975,CK_Syn_A15-24_00400,PF12161  PF02384  PF07669,PF02384|PF12161
CK_00056977,CK_Cya_NS01_01766,PF12161  PF12161  PF02384,PF02384|PF12161
CK_00056978,CK_Cya_PCC6307_01939,PF12161  PF02384,PF02384|PF12161
CK_00056979,CK_Cya_PCC7001_00825,PF12161  PF02384,PF02384|PF12161
CK_00056980,CK_Syn_ROS8604_01098,PF02384  PF01420  PF04326,PF04326
CK_00056982,CK_Pro_MIT0603_00729,PF01420  PF01420  PF01420,PF01420
CK_00056983,CK_Cya_WH5701_04165,PF12161  PF12161  PF02384,PF02384|PF12161
CK_00056984,CK_Cya_WH5701_04170,PF01420  PF01420,PF01420
CK_00056985,CK_Syn_BMK-MC-1_02450,PF18766  PF11898,PF00271|PF04851
CK_00056986,CK_Cya_WH5701_04150,PF00271  PF11907,PF00271|PF11907
CK_00056988,CK_Syn_ROS8604_01095,PF12161  PF02384,PF02384
CK_00056989,CK_Syn_ROS8604_01096,PF01420  PF01420,PF01420
CK_00056990,CK_Cya_PCC6307_01941,PF13588  PF04851  PF00271  PF08463,PF00271|PF04851|PF08463
CK_00056991,CK_Syn_ROS8604_01094,PF13643  PF04313  PF18766  PF00271  PF08463,PF00271|PF04851|PF08463
CK_00056992,CK_Cya_CB0101_11581,PF04313  PF18766  PF00271  PF08463,PF00271|PF04851|PF08463
CK_00056993,CK_Cya_PCC6307_01940,PF01420  PF01420,PF01420
CK_00056994,CK_Cya_CB0101_11556,PF01420  PF01420,PF01420
CK_00056995,CK_Pro_MIT0602_02046,PF01420  PF01420,PF01420
CK_00056996,CK_Cya_NS01_00048,PF01420  PF01420,PF01420
CK_00056997,CK_Cya_NS01_01765,PF01420  PF01420,PF01420
CK_00056998,CK_Cya_PCC6307_01765,PF01420  PF01420,PF01420
CK_00056999,CK_Cya_PCC7001_01993,PF01420, 
CK_00057000,CK_Pro_MIT9107_00685,PF01420  PF01420,PF01420
CK_00057001,CK_Pro_MIT9201_01306,PF01420  PF01420  PF01420,PF01420
CK_00057002,CK_Syn_RS9902_00469,PF01420  PF01420,PF01420
CK_00057003,CK_Syn_NOUM97013_01735,PF04313  PF04851  PF04851  PF18766  PF00271  PF11867,PF04313|PF18766|PF22679
CK_00057004,CK_Cya_NS01_01764,PF04313  PF18766  PF18766  PF11867,PF04313|PF18766|PF22679
CK_00057005,CK_Syn_WH7805_05816,PF04313  PF18766  PF18766  PF00271  PF11867,PF04313|PF11867|PF18766|PF22679
CK_00057006,CK_Pro_MIT9201_01304,PF04313  PF18766  PF18766  PF00271  PF11867,PF04313|PF11867|PF18766|PF22679
CK_00057007,CK_Cya_NS01_01161,PF04313  PF18766  PF18766  PF00271  PF11867,PF04313|PF11867|PF18766|PF22679
CK_00057008,CK_Pro_MIT9116_00161,PF01420  PF01420,PF01420
CK_00057009,CK_Pro_MIT9201_01305,PF01420  PF01420,PF01420
CK_00057010,CK_Cya_NS01_01170,PF01420  PF01420,PF01420
CK_00057011,CK_Cya_NS01_01470,PF01420,PF01420
CK_00057012,CK_Syn_NOUM97013_01734,PF01420  PF01420,PF01420
CK_00057013,CK_Syn_BMK-MC-1_02683,PF01420  PF01420,PF01420
CK_00057014,CK_Syn_KORDI-52_11700,PF01420  PF01420,PF01420
CK_00057015,CK_Syn_MINOS11_01203,PF01420  PF01420,PF01420
CK_00057016,CK_Syn_TAK9802_01820,PF01420  PF01420  PF01420,PF01420
CK_00057017,CK_Syn_WH8101_00648,PF02195  PF02195  PF08535  PF01555  PF01555,PF01555|PF02195
CK_00057018,CK_Syn_WH8101_02776,PF02195  PF01555  PF02086,PF01555|PF02195
CK_00057019,CK_Syn_BOUM118_02323,PF02195  PF02384  PF01555,PF01555|PF02195
CK_00057020,CK_Syn_MEDNS5_01138,PF14403,PF14403
CK_00057021,CK_Syn_ROS8604_00149,PF14403,PF14403
CK_00057023,CK_Pro_MIT9321_00924,PF00145  PF00145,PF00145
CK_00057024,CK_Pro_NATL1A_00371,PF00145,PF00145
CK_00057025,CK_Pro_MIT9202_01410,PF00145,PF00145
CK_00057026,CK_Syn_MITS9220_02703,PF03466,PF03466
CK_00057027,CK_Syn_RS9907_01972,PF02384  PF07669  PF12950  PF11642,PF07669
CK_00057028,CK_Syn_PROS-U-1_00966, , 
CK_00057029,CK_Syn_RS9917_02216, ,PF03466
CK_00057030,CK_Cya_CB0101_03392,PF03466,PF03466
CK_00057032,CK_Cya_NS01_01924,PF02384,PF02384
CK_00057033,CK_Cya_NS01_02831,PF00126  PF03466,PF00126|PF03466
CK_00057034,CK_Cya_NS01_00047,PF12161  PF02384,PF02384|PF12161
CK_00057035,CK_Pro_MIT9302_01394,PF12161  PF02384,PF02384|PF12161
CK_00057038,CK_Cya_PCC7001_02530,PF13091  PF04851  PF00271  PF11907,PF00271|PF04851|PF11907|PF13091
CK_00057039,CK_Syn_A15-44_01741,PF01844  PF01230,PF01230|PF01844
CK_00057043,CK_Syn_PROS-7-1_01015,PF01878  PF01844,PF13391
CK_00057045,CK_Cya_PCC6307_50066, ,PF07669
CK_00057046,CK_Syn_A15-28_02351,PF02384  PF02384  PF07669  PF12950,PF07669
CK_00057047,CK_Pro_MIT9401_01058,PF10593,PF10593
CK_00057048,CK_Pro_MIT9215_04541,PF18766  PF10593,PF10593
CK_00057049,CK_Pro_MIT9202_01432,PF13383,PF05050
CK_00057050,CK_Syn_WH8016_00623,PF18766  PF10593,PF10593
CK_00057051,CK_Pro_MIT0604_01400,PF04471  PF18766  PF00271,PF00271|PF04851|PF13156
CK_00057052,CK_Syn_ROS8604_00940,PF13156  PF04851  PF00271  PF03457  PF03457  PF03457,PF00271|PF03457|PF04851|PF13156
CK_00057053,CK_Pro_MIT9515_00371,PF13156  PF18766  PF00271  PF03457  PF03457  PF03457  PF03457,PF00271|PF03457|PF04851|PF13156
CK_00057054,CK_Pro_MIT9302_00210,PF13156  PF18766  PF00271  PF03457  PF03457  PF03457  PF03457  PF03457,PF00271|PF03457|PF04851|PF13156
CK_00057055,CK_Pro_MIT9301_00541,PF13156  PF18766  PF00271  PF03457  PF03457  PF03457,PF00271|PF03457|PF04851|PF13156
CK_00057056,CK_Pro_MIT0604_00046,PF13156  PF04851  PF00271  PF03457  PF03457  PF03457  PF03457,PF00271|PF03457|PF04851|PF13156
CK_00057057,CK_Cya_WH5701_07081,PF04257,PF00580|PF13361
CK_00057061,CK_Syn_WH8101_01766,PF03412  PF00664  PF13476  PF00005  PF13304  PF17833,PF00005|PF00664|PF03412
CK_00057062,CK_Pro_MIT0603_01502,PF01370  PF16363,PF01370
CK_00057063,CK_Syn_A18-46.1_02458,PF09818,PF00005
CK_00057065,CK_Syn_A15-60_01396,PF03412  PF03412  PF00664  PF00005  PF13175  PF17833,PF00005|PF00664|PF03412
CK_00057066,CK_Syn_BIOS-E4-1_00196,PF03412  PF00664  PF00005,PF00005|PF00664|PF03412
CK_00057067,CK_Syn_BIOS-U3-1_02666,PF00664  PF09818,PF00005|PF00664
CK_00057068,CK_Syn_BIOS-E4-1_00195,PF00664  PF00005  PF13304,PF00005|PF00664
CK_00057069,CK_Syn_A15-60_01395,PF00664  PF09818,PF00005|PF00664
CK_00057070,CK_Syn_MEDNS5_02166,PF03412  PF03412  PF00664  PF00005  PF17833, 
CK_00057071,CK_Syn_WH8016_01512,PF00664  PF09818,PF00005|PF00664
CK_00057072,CK_Syn_WH8103_02426,PF03412  PF00664  PF09818,PF00005|PF03412
CK_00057074,CK_Cya_NS01_02616,PF17201  PF00672  PF00512  PF02518,PF00512|PF00672|PF02518
CK_00057075,CK_Cya_PCC6307_02259,PF01370  PF16363,PF01370
CK_00057077,CK_Syn_A15-44_02436,PF00343,PF00343
CK_00057079,CK_Syn_WH8102_01797,PF13343,PF13343
CK_00057081,CK_Cya_PCC6307_01065,PF00528,PF00528
CK_00057082,CK_Cya_PCC6307_01066,PF00528,PF00528
CK_00057083,CK_Pro_MIT0701_02207,PF05992  PF05992  PF00005,PF00005|PF06472
CK_00057084,CK_Syn_MVIR-18-1_01005,PF01569,PF01569
CK_00057087,CK_Pro_MIT0601_01659,PF02915,PF02915
CK_00057088,CK_Syn_MVIR-18-1_01980,PF00171,PF00171
CK_00057089,CK_Syn_CC9311_02080,PF00171,PF00171
CK_00057090,CK_Pro_MIT9313_00848,PF00662  PF00361,PF00361
CK_00057091,CK_Cya_CB0101_00425,PF01807  PF01807  PF08275,PF01807|PF08275|PF13155
CK_00057092,CK_Cya_CB0205_11006,PF11924  PF05048  PF13229,PF11924|PF13229
CK_00057093,CK_Cya_PCC6307_01033,PF00266,PF00266
CK_00057097,CK_Syn_CC9616_00387,PF13555  PF13304,PF00005
CK_00057098,CK_Pro_UH18301_00669,PF00501  PF13193,PF00501|PF13193
CK_00057099,CK_Syn_WH8101_02166,PF08501  PF01262  PF18317,PF08501
CK_00057101,CK_Syn_WH7805_07856,PF00512  PF02518,PF00512|PF02518
CK_00057102,CK_Pro_MIT0601_01240,PF16363,PF01370
CK_00057104,CK_Syn_WH8016_02304,PF13195  PF13604  PF13086  PF13087  PF18741,PF13086|PF13087|PF13195|PF18741
CK_00057105,CK_Syn_PROS-9-1_02413,PF13604  PF13086  PF13087  PF18741,PF08373|PF13086|PF13087
CK_00057106,CK_Syn_A15-127_02366,PF00202,PF00202
CK_00057107,CK_Syn_A18-46.1_00476,PF00202,PF00202
CK_00057108,CK_Syn_KORDI-100_04260,PF00005  PF13175  PF03459,PF00005|PF03459
CK_00057110,CK_Pro_MIT0603_01680,PF12705,PF12705
CK_00057111,CK_Pro_MIT9311_00933, , 
CK_00057114,CK_Syn_RS9917_13956,PF13641,PF00535
