SeqCluster,Domain_IDs,ClusterNumber,Pfam_result
CK_00057006,PF04313  PF18766  PF18766  PF00271  PF11867,CK_Pro_MIT9201_01304,PF04313|PF11867|PF18766|PF22679
CK_00057007,PF04313  PF18766  PF18766  PF00271  PF11867,CK_Cya_NS01_01161,PF04313|PF11867|PF18766|PF22679
CK_00057008,PF01420  PF01420,CK_Pro_MIT9116_00161,PF01420
CK_00057009,PF01420  PF01420,CK_Pro_MIT9201_01305,PF01420
CK_00057010,PF01420  PF01420,CK_Cya_NS01_01170,PF01420
CK_00057011,PF01420,CK_Cya_NS01_01470,PF01420
CK_00057012,PF01420  PF01420,CK_Syn_NOUM97013_01734,PF01420
CK_00057013,PF01420  PF01420,CK_Syn_BMK-MC-1_02683,PF01420
CK_00057014,PF01420  PF01420,CK_Syn_KORDI-52_11700,PF01420
CK_00057015,PF01420  PF01420,CK_Syn_MINOS11_01203,PF01420
CK_00057016,PF01420  PF01420  PF01420,CK_Syn_TAK9802_01820,PF01420
CK_00057017,PF02195  PF02195  PF08535  PF01555  PF01555,CK_Syn_WH8101_00648,PF01555|PF02195
CK_00057018,PF02195  PF01555  PF02086,CK_Syn_WH8101_02776,PF01555|PF02195
CK_00057019,PF02195  PF02384  PF01555,CK_Syn_BOUM118_02323,PF01555|PF02195
CK_00057020,PF14403,CK_Syn_MEDNS5_01138,PF14403
CK_00057021,PF14403,CK_Syn_ROS8604_00149,PF14403
CK_00057023,PF00145  PF00145,CK_Pro_MIT9321_00924,PF00145
CK_00057024,PF00145,CK_Pro_NATL1A_00371,PF00145
CK_00057025,PF00145,CK_Pro_MIT9202_01410,PF00145
CK_00057026,PF03466,CK_Syn_MITS9220_02703,PF03466
CK_00057027,PF02384  PF07669  PF12950  PF11642,CK_Syn_RS9907_01972,PF07669
CK_00057028, ,CK_Syn_PROS-U-1_00966, 
CK_00057029, ,CK_Syn_RS9917_02216,PF03466
CK_00057030,PF03466,CK_Cya_CB0101_03392,PF03466
CK_00057032,PF02384,CK_Cya_NS01_01924,PF02384
CK_00057033,PF00126  PF03466,CK_Cya_NS01_02831,PF00126|PF03466
CK_00057034,PF12161  PF02384,CK_Cya_NS01_00047,PF02384|PF12161
CK_00057035,PF12161  PF02384,CK_Pro_MIT9302_01394,PF02384|PF12161
CK_00057038,PF13091  PF04851  PF00271  PF11907,CK_Cya_PCC7001_02530,PF00271|PF04851|PF11907|PF13091
CK_00057039,PF01844  PF01230,CK_Syn_A15-44_01741,PF01230|PF01844
CK_00057043,PF01878  PF01844,CK_Syn_PROS-7-1_01015,PF13391
CK_00057045, ,CK_Cya_PCC6307_50066,PF07669
CK_00057046,PF02384  PF02384  PF07669  PF12950,CK_Syn_A15-28_02351,PF07669
CK_00057047,PF10593,CK_Pro_MIT9401_01058,PF10593
CK_00057048,PF18766  PF10593,CK_Pro_MIT9215_04541,PF10593
CK_00057049,PF13383,CK_Pro_MIT9202_01432,PF05050
CK_00057050,PF18766  PF10593,CK_Syn_WH8016_00623,PF10593
CK_00057051,PF04471  PF18766  PF00271,CK_Pro_MIT0604_01400,PF00271|PF04851|PF13156
CK_00057052,PF13156  PF04851  PF00271  PF03457  PF03457  PF03457,CK_Syn_ROS8604_00940,PF00271|PF03457|PF04851|PF13156
CK_00057053,PF13156  PF18766  PF00271  PF03457  PF03457  PF03457  PF03457,CK_Pro_MIT9515_00371,PF00271|PF03457|PF04851|PF13156
CK_00057054,PF13156  PF18766  PF00271  PF03457  PF03457  PF03457  PF03457  PF03457,CK_Pro_MIT9302_00210,PF00271|PF03457|PF04851|PF13156
CK_00057055,PF13156  PF18766  PF00271  PF03457  PF03457  PF03457,CK_Pro_MIT9301_00541,PF00271|PF03457|PF04851|PF13156
CK_00057056,PF13156  PF04851  PF00271  PF03457  PF03457  PF03457  PF03457,CK_Pro_MIT0604_00046,PF00271|PF03457|PF04851|PF13156
CK_00057057,PF04257,CK_Cya_WH5701_07081,PF00580|PF13361
CK_00057061,PF03412  PF00664  PF13476  PF00005  PF13304  PF17833,CK_Syn_WH8101_01766,PF00005|PF00664|PF03412
CK_00057062,PF01370  PF16363,CK_Pro_MIT0603_01502,PF01370
CK_00057063,PF09818,CK_Syn_A18-46.1_02458,PF00005
CK_00057065,PF03412  PF03412  PF00664  PF00005  PF13175  PF17833,CK_Syn_A15-60_01396,PF00005|PF00664|PF03412
CK_00057066,PF03412  PF00664  PF00005,CK_Syn_BIOS-E4-1_00196,PF00005|PF00664|PF03412
CK_00057067,PF00664  PF09818,CK_Syn_BIOS-U3-1_02666,PF00005|PF00664
CK_00057068,PF00664  PF00005  PF13304,CK_Syn_BIOS-E4-1_00195,PF00005|PF00664
CK_00057069,PF00664  PF09818,CK_Syn_A15-60_01395,PF00005|PF00664
CK_00057070,PF03412  PF03412  PF00664  PF00005  PF17833,CK_Syn_MEDNS5_02166, 
CK_00057071,PF00664  PF09818,CK_Syn_WH8016_01512,PF00005|PF00664
CK_00057072,PF03412  PF00664  PF09818,CK_Syn_WH8103_02426,PF00005|PF03412
CK_00057074,PF17201  PF00672  PF00512  PF02518,CK_Cya_NS01_02616,PF00512|PF00672|PF02518
CK_00057075,PF01370  PF16363,CK_Cya_PCC6307_02259,PF01370
CK_00057077,PF00343,CK_Syn_A15-44_02436,PF00343
CK_00057079,PF13343,CK_Syn_WH8102_01797,PF13343
CK_00057081,PF00528,CK_Cya_PCC6307_01065,PF00528
CK_00057082,PF00528,CK_Cya_PCC6307_01066,PF00528
CK_00057083,PF05992  PF05992  PF00005,CK_Pro_MIT0701_02207,PF00005|PF06472
CK_00057084,PF01569,CK_Syn_MVIR-18-1_01005,PF01569
CK_00057087,PF02915,CK_Pro_MIT0601_01659,PF02915
CK_00057088,PF00171,CK_Syn_MVIR-18-1_01980,PF00171
CK_00057089,PF00171,CK_Syn_CC9311_02080,PF00171
CK_00057090,PF00662  PF00361,CK_Pro_MIT9313_00848,PF00361
CK_00057091,PF01807  PF01807  PF08275,CK_Cya_CB0101_00425,PF01807|PF08275|PF13155
CK_00057092,PF11924  PF05048  PF13229,CK_Cya_CB0205_11006,PF11924|PF13229
CK_00057093,PF00266,CK_Cya_PCC6307_01033,PF00266
CK_00057097,PF13555  PF13304,CK_Syn_CC9616_00387,PF00005
CK_00057098,PF00501  PF13193,CK_Pro_UH18301_00669,PF00501|PF13193
CK_00057099,PF08501  PF01262  PF18317,CK_Syn_WH8101_02166,PF08501
CK_00057101,PF00512  PF02518,CK_Syn_WH7805_07856,PF00512|PF02518
CK_00057102,PF16363,CK_Pro_MIT0601_01240,PF01370
CK_00057104,PF13195  PF13604  PF13086  PF13087  PF18741,CK_Syn_WH8016_02304,PF13086|PF13087|PF13195|PF18741
CK_00057105,PF13604  PF13086  PF13087  PF18741,CK_Syn_PROS-9-1_02413,PF08373|PF13086|PF13087
CK_00057106,PF00202,CK_Syn_A15-127_02366,PF00202
CK_00057107,PF00202,CK_Syn_A18-46.1_00476,PF00202
CK_00057108,PF00005  PF13175  PF03459,CK_Syn_KORDI-100_04260,PF00005|PF03459
CK_00057110,PF12705,CK_Pro_MIT0603_01680,PF12705
CK_00057111, ,CK_Pro_MIT9311_00933, 
CK_00057114,PF13641,CK_Syn_RS9917_13956,PF00535
CK_00057117,PF13489  PF13579  PF00534,CK_Syn_A18-46.1_00109,PF13489|PF13524
CK_00057118,PF08240  PF00107  PF16912,CK_Pro_MED4_01234,PF00107|PF08240
CK_00057125,PF02566,CK_Pro_MIT9211_15061,PF02566
CK_00057127,PF04087  PF04087,CK_Pro_MIT0702_02109,PF04087
CK_00057128,PF02784  PF00278,CK_Syn_KORDI-100_01060,PF00278|PF02784
CK_00057130,PF08881  PF01476  PF08881  PF01476,CK_Cya_PCC6307_01556,PF01476
CK_00057133,PF06790,CK_Cya_CB0101_15096, 
CK_00057134,PF00528  PF13476  PF00005  PF13304,CK_Cya_WH5701_01800,PF00005|PF00528
CK_00057137,PF12801  PF12801,CK_Cya_PCC7001_01236,PF12801
CK_00057140,PF01977,CK_Syn_WH8101_01093,PF01977|PF20695|PF20696
CK_00057143,PF02321  PF16576,CK_Syn_PROS-7-1_00472,PF02321
CK_00057144,PF02321  PF02321,CK_Syn_RS9917_07930,PF02321
CK_00057146,PF02321  PF02321,CK_Pro_MIT9201_00005,PF02321
CK_00057147,PF12804  PF02348  PF13344  PF13242,CK_Syn_CC9902_00100,PF13419
CK_00057148,PF02348  PF02348  PF03737,CK_Syn_CC9605_02247,PF02348|PF03737
CK_00057149,PF01501  PF13469,CK_Cya_NS01_00205,PF13469
CK_00057151, ,CK_Syn_A18-40_00128, 
CK_00057152,PF00070  PF07992,CK_Cya_PCC6307_00398,PF07992
CK_00057153,PF01761,CK_Syn_KORDI-52_01930,PF01761
CK_00057154,PF01761,CK_Pro_MIT9303_01431,PF01761
CK_00057155,PF00565,CK_Syn_RS9907_01198,PF00565
CK_00057156,PF05901,CK_Syn_A15-127_01473, 
CK_00057161,PF00529  PF16576,CK_Pro_MIT0703_02638,PF16576
CK_00057162,PF09913,CK_Pro_MIT0702_00498,PF13231
CK_00057166,PF13692  PF13524  PF00534  PF13579  PF00534,CK_Pro_NATL1A_21071,PF00534
CK_00057167,PF13391,CK_Syn_BMK-MC-1_02271,PF13391
CK_00057168,PF01566,CK_Cya_NS01_00899,PF01566
CK_00057170,PF00005  PF13304  PF08402,CK_Cya_PCC6307_01067,PF00005|PF08402
CK_00057174,PF03968  PF12600,CK_Pro_MIT9301_14461,PF12600
CK_00057182,PF03924  PF13188  PF08447  PF00990,CK_Syn_RS9917_13633,PF00990
CK_00057183,PF00072  PF07701  PF00211,CK_Syn_WH8016_01994,PF00072|PF00211
CK_00057195,PF04831  PF00027  PF01734,CK_Cya_NS01_00330,PF00027|PF01734
CK_00057196,PF01590  PF00990  PF00990,CK_Cya_PCC7001_01519,PF00990|PF01590
CK_00057197,PF00005  PF13304,CK_Syn_BIOS-E4-1_00177,PF00005
CK_00057202,PF13561,CK_Cya_NS01_02832,PF13561
CK_00057203,PF02348  PF00202,CK_Syn_A18-40_00447,PF00202|PF02348
CK_00057204,PF00202,CK_Syn_BIOS-U3-1_00268,PF00202
CK_00057205,PF00202,CK_Pro_MIT9313_00103,PF00202
CK_00057206,PF00501  PF13193  PF00550  PF00668  PF00501  PF13193  PF18563  PF07993  PF07993,CK_Pro_MIT9303_10861, 
CK_00057208,PF02348  PF08282,CK_Pro_MIT0603_01588,PF02348|PF08282
CK_00057210, ,CK_Syn_A18-46.1_00487, 
CK_00057211,PF08450,CK_Syn_BIOS-E4-1_01597,PF08450
CK_00057212,PF08450  PF17170  PF01436,CK_Syn_NOUM97013_02693, 
CK_00057215,PF13604  PF05970  PF01443,CK_Syn_BIOS-E4-1_01463,PF13245|PF13538
CK_00057216,PF05970  PF01443,CK_Syn_KORDI-100_29480,PF13538|PF13604
CK_00057217,PF02776  PF00205  PF02775,CK_Syn_A15-62_00990,PF00205|PF02775|PF02776
CK_00057218,PF13429  PF13432  PF13424  PF01075,CK_Syn_MINOS11_00282,PF13432
CK_00057219,PF00403  PF00122  PF09741  PF00702  PF00702  PF08282,CK_Cya_NS01_01440,PF00122|PF00702
CK_00057220,PF00676,CK_Pro_MIT9303_01031,PF00676
CK_00057221,PF00085  PF02867,CK_Syn_SYN20_01585,PF21995
CK_00057226,PF02899  PF00589,CK_Syn_BIOS-E4-1_00226,PF00589
CK_00057227,PF00884  PF14707,CK_Syn_BIOS-U3-1_01937,PF00884
CK_00057228,PF00884  PF16347,CK_Syn_BMK-MC-1_01026,PF00884
CK_00057229,PF00884  PF16385,CK_Syn_RS9916_32507,PF00884
CK_00057230,PF02706  PF13807  PF13614  PF10609,CK_Syn_KORDI-49_22360,PF13614
CK_00057233,PF13688  PF08548  PF00353  PF08548  PF00353  PF00028  PF06739  PF17164  PF17164  PF06739  PF17164  PF06739  PF17164  PF06739  PF00059  PF06739  PF17164  PF06739  PF17164  PF06739  PF17164  PF06739  PF06739  PF06739  PF17164  PF06739  PF17164,CK_Pro_MIT0701_02128, 
CK_00057235,PF13583  PF08548  PF00353  PF13946,CK_Pro_PAC1_00129, 
CK_00057236, ,CK_Syn_MEDNS5_00725, 
CK_00057243,PF00959,CK_Cya_PCC6307_02582,PF00959|PF01471
CK_00057244,PF00165  PF12833,CK_Cya_NS01_01138,PF12833
CK_00057249,PF14311  PF14311  PF14311  PF14311,CK_Pro_MIT9215_16891,PF14311|PF21817
CK_00057252,PF03976,CK_Cya_PCC7001_02114,PF03976
CK_00057253,PF07732  PF00394  PF07731  PF00127,CK_Cya_PCC7001_01754,PF00394|PF07731|PF07732
CK_00057254,PF00932  PF00932  PF03372  PF16656  PF00149  PF08548,CK_Syn_KORDI-49_13050,PF00149|PF00932|PF02872|PF09423|PF16655
CK_00057255, ,CK_Syn_KORDI-49_13070, 
CK_00057257,PF00149,CK_Syn_CC9616_03107,PF02872|PF03372
CK_00057260,PF00155,CK_Cya_PCC6307_02470,PF00155
CK_00057261,PF08240  PF16912,CK_Cya_PCC6307_01908,PF08240|PF13602
CK_00057266,PF13353  PF13186,CK_Pro_MIT9314_01828,PF04055|PF13186
CK_00057267,PF04055  PF13186,CK_Pro_MIT9314_01827,PF04055|PF13186
CK_00057268,PF04055  PF13186,CK_Pro_MIT9215_14771,PF04055|PF13186
CK_00057269,PF00483  PF08645  PF13242,CK_Pro_MIT9302_01543,PF00483|PF08645
CK_00057270,PF01467  PF01467  PF13714,CK_Pro_SB_01745,PF01467|PF13714
CK_00057272,PF13641,CK_Cya_PCC6307_02262,PF00535
CK_00057276,PF13531,CK_Cya_PCC6307_01072,PF13531
CK_00057277,PF13432  PF13371  PF12895  PF00515,CK_Pro_MIT9211_15331,PF00515
CK_00057278,PF08548  PF08548  PF00353  PF08548  PF00353  PF08548  PF00353,CK_Syn_WH8109_00100,PF00353|PF08548
CK_00057279,PF02366,CK_Cya_WH5701_12064,PF13231
CK_00057281,PF00534  PF13524  PF02366,CK_Syn_WH7803_01893,PF00534|PF13231
CK_00057282,PF13439  PF00534,CK_Syn_RS9907_02485,PF00534|PF13439
CK_00057283,PF00884  PF16385,CK_Cya_PCC7001_00293,PF00884
CK_00057284,PF01070,CK_Syn_KORDI-52_16320,PF01070
CK_00057285,PF12710  PF01040,CK_Pro_MIT9314_01814,PF01040|PF12710
CK_00057287,PF16793  PF08707  PF13481,CK_Syn_BIOS-E4-1_01088,PF13481
CK_00057288,PF16793  PF13481,CK_Syn_RS9909_01161,PF13481
CK_00057289,PF16793  PF08707,CK_Syn_A18-40_01719, 
CK_00057292,PF16483  PF08548  PF00353  PF08548,CK_Cya_PCC6307_00202,PF00353|PF08548
CK_00057294,PF00852,CK_Pro_MIT9515_13921,PF00852
CK_00057296,PF00884  PF16347,CK_Syn_BL107_08194,PF00884
CK_00057298,PF03781,CK_Pro_MIT0703_00269,PF03781
CK_00057299,PF00685  PF13579  PF13692  PF13524,CK_Syn_A15-60_00142, 
CK_00057300,PF00884,CK_Syn_WH8016_01752,PF00884
CK_00057301,PF13537  PF13537  PF00733,CK_Pro_MIT9401_00133,PF00733|PF13537
CK_00057302,PF01075,CK_Syn_A15-127_00348, 
CK_00057303,PF05935,CK_Syn_A18-46.1_01806, 
CK_00057304,PF13582  PF16313  PF08548,CK_Syn_A18-46.1_00989,PF13583
CK_00057305,PF13540  PF13540  PF13540  PF13540  PF13540  PF13540,CK_Syn_A18-46.1_01809, 
CK_00057306, ,CK_Syn_BOUM118_00632, 
CK_00057307,PF00028  PF00028  PF00028  PF00028  PF00028  PF00028  PF00028  PF00028  PF00028  PF00028  PF00028  PF00028  PF00028  PF00028  PF17803  PF00028  PF08548,CK_Syn_RS9902_02101,PF00059|PF00353
CK_00057308,PF08548,CK_Syn_KORDI-100_13150, 
CK_00057309,PF08548,CK_Syn_CC9616_01391, 
CK_00057310,PF06739  PF17164  PF06739  PF17164  PF06739  PF17164  PF06739  PF17164  PF06739  PF17164  PF06739  PF17164  PF06739  PF17164  PF00028  PF00028  PF00028  PF00028  PF00028  PF06739  PF17164  PF06739  PF17164  PF06739  PF06739  PF17164  PF06739  PF17164  PF06739  PF17164  PF06739  PF00028  PF08548  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353  PF00353,CK_Pro_SB_01099,PF00028|PF00353|PF06739
CK_00057311,PF08548  PF00353,CK_Syn_KORDI-100_11550,PF00353
CK_00057312,PF00028  PF06739  PF06739  PF06739,CK_Syn_PROS-U-1_02940,PF00353
CK_00057313,PF13540  PF13540  PF13540  PF13540  PF13540  PF04151  PF04151,CK_Syn_WH8103_01777,PF04151
CK_00057314,PF00028  PF00028  PF00028  PF13306  PF00028  PF08548,CK_Syn_RS9915_01932,PF13306
CK_00057316,PF04151  PF04151  PF04151  PF00413  PF00413,CK_Syn_WH8102_00881, 
CK_00057317,PF00082  PF08548  PF00353  PF08548  PF00353  PF08548  PF00353,CK_Syn_WH8101_00812, 
CK_00057318,PF05922  PF00082  PF13540  PF13540  PF13540  PF13540  PF13540  PF13540  PF13540  PF08548  PF00353  PF00353  PF00353  PF08548  PF00353  PF08548  PF00353  PF08548  PF00353  PF00353  PF00353  PF00353  PF08548  PF00353  PF07483  PF07483  PF07483  PF07483  PF07483,CK_Syn_BIOS-E4-1_00236, 
CK_00057319,PF04151  PF04151  PF04151  PF13583  PF17892  PF08548  PF17963  PF04151  PF04151  PF04151  PF04151  PF04151  PF04151  PF03415  PF00404,CK_Syn_A15-127_01622,PF03415|PF17803|PF17963
CK_00057320,PF16313  PF00963,CK_Syn_KORDI-49_25230, 
CK_00057321,PF12000  PF00534  PF13524,CK_Syn_A18-46.1_00454,PF00534|PF12000
CK_00057322,PF12000  PF13692  PF13524,CK_Syn_PROS-7-1_00142,PF00534|PF12000
CK_00057325,PF13641,CK_Cya_NS01_00647,PF00535
CK_00057326,PF01712  PF13671,CK_Syn_RS9907_01963,PF13671
CK_00057330,PF01544,CK_Cya_WH5701_15766,PF01544
CK_00057331,PF05118  PF05118,CK_Pro_MIT9303_19091,PF05118
CK_00057332,PF05721,CK_Syn_CC9616_01617,PF05721
CK_00057333,PF17784,CK_Syn_A15-28_00631, 
CK_00057334,PF08282  PF07883,CK_Syn_NOUM97013_00240,PF00190
CK_00057335,PF05704  PF05704,CK_Syn_M16.1_02108,PF05704
CK_00057336,PF00478  PF00571  PF03102  PF08666  PF01261,CK_Syn_A15-24_00486,PF00571|PF01261|PF03102|PF08666
CK_00057337,PF13641,CK_Syn_M16.1_02098,PF00535
CK_00057338,PF03102  PF08666  PF01261,CK_Pro_MIT9123_00387,PF01261|PF03102
CK_00057340,PF13450  PF13450  PF03275  PF03102  PF08666,CK_Syn_A18-25c_02532,PF03102|PF03275|PF13450
CK_00057341,PF02706  PF13807  PF13614,CK_Pro_MED4_01225, 
CK_00057342,PF02563  PF10531  PF10531  PF06251,CK_Syn_BL107_16800,PF02563|PF10531
CK_00057343,PF01973,CK_Cya_CB0205_50020, 
CK_00057344,PF13579  PF00534,CK_Cya_CB0205_50022, 
CK_00057345, ,CK_Cya_CB0205_50023, 
CK_00057346,PF00685,CK_Cya_CB0205_50024,PF00685
CK_00057347,PF02563  PF10531  PF10531  PF06251,CK_Cya_PCC6307_01224,PF02563|PF10531
CK_00057351,PF01903,CK_Cya_WH5701_04690,PF01903
CK_00057352,PF13458,CK_Syn_MEDNS5_02538,PF13458
CK_00057354,PF02719,CK_Pro_MIT9302_01571,PF02719
CK_00057355, ,CK_Syn_PROS-U-1_02038,PF00805
CK_00057356,PF00535,CK_Syn_WH8020_00194,PF00535
CK_00057358,PF00535,CK_Cya_WH5701_03169,PF00535
CK_00057359,PF07946  PF07864,CK_Pro_PAC1_01439,PF07864
CK_00057364,PF14311  PF14311  PF14311  PF14311  PF14311  PF10881  PF14311  PF14311  PF14311  PF14311,CK_Syn_TAK9802_00681,PF14311
CK_00057366,PF14311  PF14311  PF14311  PF14311,CK_Pro_MIT0801_00068,PF14311
CK_00057369,PF05019  PF05019  PF13924,CK_Syn_WH7805_08766,PF05019
CK_00057371,PF05019,CK_Cya_CB0101_07445,PF05019
CK_00057373,PF07690,CK_Cya_PCC6307_02041,PF07690
CK_00057374,PF07690,CK_Syn_CC9902_01383,PF07690
CK_00057376,PF13365  PF13432  PF13429,CK_Pro_MIT9303_28701, 
CK_00057377,PF13432  PF12895  PF17874  PF13469,CK_Syn_WH7803_01939,PF13469
CK_00057378,PF14559  PF13424  PF13432  PF14559  PF08242  PF00891,CK_Pro_MIT0801_00041, 
CK_00057379,PF08498  PF08241  PF03269,CK_Pro_MIT0604_00729,PF13847
CK_00057381,PF06863  PF06742,CK_Syn_WH8016_00349,PF06742|PF06863
CK_00057382,PF06863  PF06742,CK_Syn_WH8016_02940,PF06742|PF06863
CK_00057383,PF06863  PF06742,CK_Syn_WH8016_00351,PF06742|PF06863
CK_00057384,PF06863  PF06863  PF06742,CK_Syn_MEDNS5_01852,PF06742|PF06863
CK_00057385,PF06863  PF06742,CK_Cya_WH5701_08304,PF06742|PF06863
CK_00057386,PF06863  PF06863  PF06742,CK_Cya_PCC7001_02735,PF06742|PF06863
CK_00057389, ,CK_Syn_KORDI-100_13200, 
CK_00057390,PF14279  PF04851  PF00271,CK_Syn_A18-25c_01437,PF01844|PF04851
CK_00057391,PF13557,CK_Syn_ROS8604_03637, 
CK_00057393,PF13416,CK_Syn_WH7805_10049,PF13416
CK_00057397,PF02366,CK_Pro_MIT9202_01066,PF13231
CK_00057405,PF01068  PF17879,CK_Syn_WH8016_00825,PF01068|PF14743
CK_00057406, ,CK_Syn_WH7803_01499,PF22882
CK_00057407, ,CK_Syn_A15-127_00163,PF22882
CK_00057409,PF00427  PF01383,CK_Cya_PCC6307_01679,PF00427|PF01383
CK_00057410,PF00427  PF01383,CK_Syn_WH8101_00542,PF00427|PF01383
CK_00057411,PF16576  PF00529  PF16576,CK_Syn_WH8101_00437,PF13437
CK_00057412, ,CK_Syn_KORDI-49_10010, 
CK_00057413, ,CK_Syn_KORDI-49_26300,PF00805
CK_00057417,PF00529  PF16576,CK_Syn_WH8016_01764,PF16576
CK_00057418,PF00109  PF02801  PF02801  PF16197  PF00698,CK_Syn_ROS8604_02915,PF00109|PF02801
CK_00057419,PF00109  PF02801  PF16197  PF00698  PF00550  PF00202  PF00668  PF00501  PF13193  PF00550,CK_Syn_MEDNS5_00731,PF00109|PF00202|PF00501|PF00550|PF02801
CK_00057420,PF03060  PF03060  PF03060  PF00109  PF02801  PF16197  PF00698  PF00550,CK_Syn_ROS8604_02908,PF00109|PF00550|PF00698|PF02801|PF03060
CK_00057421,PF00553  PF07483,CK_Syn_WH7803_02069,PF00553
CK_00057422,PF00553  PF00553  PF00704,CK_Syn_SYN20_01002,PF00553|PF00704
CK_00057423,PF06080,CK_Cya_WH5701_04480,PF13649
CK_00057424,PF13847,CK_Syn_CC9311_01089,PF08241
CK_00057425,PF13489,CK_Cya_PCC6307_00408,PF08241
CK_00057427,PF00067,CK_Cya_PCC7001_00137,PF00067
CK_00057428,PF13489,CK_Syn_BL107_05864,PF13489
CK_00057429,PF00005  PF13304,CK_Cya_NS01_01430,PF00005
CK_00057430,PF01595  PF00571  PF00478  PF00571  PF03471,CK_Cya_PCC6307_00505,PF00571|PF01595|PF03471
CK_00057432,PF13360  PF07691  PF16403  PF07602  PF13229  PF07691  PF03781  PF08548  PF07691  PF07691  PF13360  PF03160  PF13753  PF07483  PF07483,CK_Syn_RS9902_02854, 
CK_00057441,PF04471  PF04471,CK_Cya_PCC6307_02474,PF04471
CK_00057548,PF03631,CK_Cya_PCC6307_00181,PF03631
CK_00057550,PF00459,CK_Syn_RS9907_02499,PF00459
CK_00057551,PF01408  PF02894,CK_Pro_MIT9515_07261,PF01408|PF22725
CK_00057552,PF01041,CK_Syn_RS9917_04600,PF01041
CK_00057553,PF01041,CK_Pro_MIT0603_01518,PF01041
CK_00057554,PF00478  PF00571  PF01041,CK_Pro_MIT0601_01308,PF00571|PF01041
CK_00057555,PF01041,CK_Syn_MVIR-18-1_00196,PF01041
CK_00057556,PF01041,CK_Pro_MIT0601_01274,PF01041
CK_00057557,PF01041,CK_Syn_RS9909_00221,PF01041
CK_00057558,PF00664  PF13476  PF13304,CK_Pro_MIT9123_00872,PF00005
CK_00057559,PF00664  PF13514  PF13304,CK_Pro_MIT9401_00137,PF00005
CK_00057560,PF00664  PF00005  PF13304,CK_Pro_MIT9215_14271,PF00005|PF00664
CK_00057561,PF11398  PF13175,CK_Syn_PROS-9-1_00206,PF00005
CK_00057563,PF01041,CK_Pro_MIT9116_00240,PF01041
CK_00057564,PF01041,CK_Syn_A15-24_00105,PF01041
CK_00057565,PF01041,CK_Pro_MIT9515_13991,PF01041
CK_00057566,PF13641,CK_Pro_LG_00102,PF00535
CK_00057567, ,CK_Pro_MIT9202_01135, 
CK_00057568,PF00005  PF13304,CK_Syn_WH8016_00593,PF00005
CK_00057569,PF00535  PF02709  PF13469,CK_Syn_KORDI-100_01570,PF00535|PF13469
CK_00057570,PF13469,CK_Cya_NS01_00608, 
CK_00057571,PF13469,CK_Syn_RS9902_00864,PF13469
CK_00057572,PF13469,CK_Syn_WH7803_00134, 
CK_00057573,PF13469,CK_Syn_WH8016_01996, 
CK_00057575,PF00211  PF13191  PF17874  PF12862  PF17874,CK_Cya_PCC6307_02825,PF00211|PF13191
CK_00057576,PF02743  PF00672  PF00211,CK_Pro_MIT0702_02506,PF00211
CK_00057577,PF05226  PF00211  PF00211,CK_Syn_BIOS-U3-1_03309,PF00211|PF05226
CK_00057578,PF05226  PF00211  PF00211,CK_Pro_MIT0701_02236,PF00211|PF05226
CK_00057579, ,CK_Pro_MIT9303_21921, 
CK_00057580,PF12770,CK_Syn_PROS-U-1_02970,PF12770
CK_00057581,PF12770,CK_Syn_KORDI-100_28560,PF12770
CK_00057582,PF04831  PF00027  PF14518,CK_Syn_RS9916_32387,PF00027|PF14518
CK_00057583, ,CK_Syn_A15-44_02395, 
CK_00057584,PF12770,CK_Syn_A15-60_02890,PF12770
CK_00057585,PF00413  PF17803  PF17892  PF07483  PF07483  PF07483  PF07483  PF07483,CK_Syn_WH7803_01678, 
CK_00057586,PF13365  PF08548  PF00353,CK_Syn_PROS-U-1_01719,PF00089
CK_00057587,PF13365  PF03160  PF17892  PF00028  PF00028  PF13946  PF13946  PF13946,CK_Pro_MIT0801_00484,PF13365|PF13946
CK_00057588, ,CK_Syn_BIOS-E4-1_01622, 
CK_00057589,PF00072  PF07701  PF00486,CK_Cya_CB0101_13205,PF00072|PF00486
CK_00057592,PF04402,CK_Syn_BMK-MC-1_02363,PF04402
CK_00057593,PF05019,CK_Syn_CC9616_00620, 
CK_00057594,PF13448,CK_Syn_MEDNS5_02338,PF00353|PF00657|PF13448
CK_00057595,PF16576  PF00529,CK_Cya_CB0101_12532, 
CK_00057596,PF13712  PF13174  PF14559  PF13432  PF13429  PF13844,CK_Syn_WH7805_10663,PF13414|PF13712|PF13844|PF14559
CK_00057597,PF03797,CK_Syn_PROS-7-1_02215,PF03797
CK_00057598,PF03895,CK_Pro_PAC1_01452,PF03895
CK_00057599,PF03895,CK_Pro_MIT9321_00227,PF03895
CK_00057600,PF00999  PF02080,CK_Cya_PCC7001_00390,PF00999|PF02080
CK_00057607,PF00553  PF00759,CK_Syn_CC9616_03016,PF00553|PF00759
CK_00057613,PF07878,CK_Cya_PCC6307_01313,PF07878
CK_00057614,PF14525  PF12833,CK_Syn_A15-60_02928,PF12833
CK_00057616,PF04851  PF00176  PF16203,CK_Syn_A15-28_02350,PF00176|PF00271
CK_00057617,PF06862  PF09369  PF04480,CK_Syn_A15-28_02349,PF00270|PF00271|PF09369
